,ACCLASS,AG_DRIV,ALCOHOL,AUTOMOBILE,CYCLIST,DATE,DISABILITY,EMERG_VEH,HOOD_ID,HOUR,INITDIR,INVAGE,LIGHT,LOCCOORD,MANOEUVER,MOTORCYCLE,PASSENGER,PEDESTRIAN,RDSFCOND,REDLIGHT,ROAD_CLASS,SPEEDING,TRAFFCTL,TRSN_CITY_VEH,TRUCK,VISIBILITY
9377,0,1,0,1,0,6,0,0,34,20,East,40 to 44,Daylight,Intersection,Going Ahead,1,0,0,Dry,1,Major Arterial,0,Passive Control,0,0,Clear
9378,1,1,0,1,0,8,0,0,8,7,East,60 to 64,Daylight,Intersection,Going Ahead,0,1,0,Dry,1,Minor Arterial,1,Passive Control,0,0,Clear
9380,1,1,0,1,0,8,0,0,8,7,South,20 to 24,Daylight,Intersection,Going Ahead,0,1,0,Dry,1,Minor Arterial,1,Passive Control,0,0,Clear
9381,0,1,0,1,0,8,0,0,77,13,South,40 to 44,Daylight,Intersection,Turning Right,0,0,1,Dry,0,Major Arterial,0,Passive Control,0,0,Clear
9384,0,0,0,0,0,8,0,0,17,12,West,20 to 24,Daylight,Intersection,Going Ahead,1,0,0,Dry,0,Major Arterial,0,Passive Control,0,0,Clear
9386,0,0,0,0,0,8,0,0,91,18,West,40 to 44,Daylight,Intersection,Going Ahead,0,0,1,Dry,0,Major Arterial,0,Passive Control,1,0,Clear
9388,0,0,0,1,1,8,0,0,93,7,East,40 to 44,Daylight,Mid-Block,Going Ahead,0,0,0,Dry,0,Major Arterial,0,No Control,0,0,Clear
9392,0,1,0,1,1,8,0,0,65,8,South,25 to 29,Daylight,Intersection,Turning Right,0,0,0,Dry,0,Minor Arterial,0,No Control,0,0,Clear
9393,0,1,0,1,1,8,0,0,65,8,South,40 to 44,Daylight,Intersection,Going Ahead,0,0,0,Dry,0,Minor Arterial,0,No Control,0,0,Clear
9395,0,1,0,1,1,8,0,0,41,17,West,45 to 49,Daylight,Intersection,Turning Right,0,0,0,Dry,0,Major Arterial,0,Passive Control,0,0,Clear
9399,0,1,0,1,0,8,0,0,110,18,East,40 to 44,Daylight,Intersection,Stopped,1,1,0,Dry,0,Local,0,Passive Control,0,0,Clear
9400,0,1,0,1,0,8,0,0,110,18,South,20 to 24,Daylight,Intersection,Turning Right,1,1,0,Dry,0,Local,0,Passive Control,0,0,Clear
9401,1,0,0,1,0,8,0,0,86,18,West,70 to 74,Daylight,Intersection,Going Ahead,0,0,1,Dry,0,Major Arterial,0,No Control,0,0,Clear
9405,0,1,0,1,0,8,0,0,14,16,North,35 to 39,Daylight,Intersection,Going Ahead,0,0,0,Dry,1,Minor Arterial,0,Passive Control,0,0,Clear
9406,0,1,0,1,0,8,0,0,14,16,South,25 to 29,Daylight,Intersection,Turning Left,0,0,0,Dry,1,Minor Arterial,0,Passive Control,0,0,Clear
9407,0,0,0,1,0,8,0,0,127,8,South,55 to 59,Daylight,Mid-Block,Making U Turn,0,0,0,Wet,0,Major Arterial,0,No Control,0,0,Rain
9408,0,0,0,1,0,8,0,0,127,8,South,55 to 59,Daylight,Mid-Block,Going Ahead,0,0,0,Wet,0,Major Arterial,0,No Control,0,0,Rain
9409,1,1,0,1,0,8,0,0,1,15,West,15 to 19,Daylight,Mid-Block,Going Ahead,0,0,1,Dry,0,Minor Arterial,0,Passive Control,0,0,Clear
9411,0,1,0,0,0,8,0,0,104,20,East,25 to 29,"Dark, artificial",Intersection,Turning Left,0,0,1,Wet,0,Major Arterial,0,Passive Control,0,1,Rain
9413,0,0,0,1,1,8,0,0,125,5,South,35 to 39,Dark,Intersection,Going Ahead,0,0,0,Dry,0,Major Arterial,0,Passive Control,0,0,Clear
9415,0,0,0,1,0,8,0,0,33,17,South,50 to 54,Daylight,Intersection,Going Ahead,0,0,1,Dry,0,Minor Arterial,0,No Control,0,0,Clear
9417,0,0,0,1,0,8,0,0,127,20,West,25 to 29,"Dark, artificial",Intersection,Going Ahead,0,0,1,Dry,0,Major Arterial,0,Passive Control,0,0,Clear
9420,0,1,0,1,0,8,0,0,138,10,South,55 to 59,Daylight,Intersection,Turning Left,0,0,1,Dry,0,Major Arterial,0,Passive Control,0,0,Clear
9422,0,0,0,0,0,8,0,0,93,11,South,45 to 49,Daylight,Mid-Block,Going Ahead,1,0,0,Dry,0,Major Arterial,0,No Control,0,0,Clear
9425,0,1,0,1,0,8,0,0,33,21,South,30 to 34,Dark,Mid-Block,Going Ahead,1,1,0,Dry,0,Major Arterial,1,No Control,0,0,Clear
9427,1,1,0,1,0,8,0,0,127,15,South,65 to 69,Daylight,Intersection,Stopped,1,0,0,Dry,0,Major Arterial,1,Passive Control,0,1,Clear
9428,0,1,0,1,0,8,0,0,33,21,South,20 to 24,Dark,Mid-Block,Going Ahead,1,1,0,Dry,0,Major Arterial,1,No Control,0,0,Clear
9431,0,0,0,1,0,8,0,0,82,13,West,30 to 34,Daylight,Intersection,Going Ahead,0,1,0,Dry,0,Major Arterial,0,Passive Control,0,0,Clear
9433,1,1,0,1,0,8,0,0,127,15,West,75 to 79,Daylight,Intersection,Turning Right,1,0,0,Dry,0,Major Arterial,1,Passive Control,0,1,Clear
9434,1,1,0,1,0,8,0,0,127,15,North,45 to 49,Daylight,Intersection,Changing Lanes,1,0,0,Dry,0,Major Arterial,1,Passive Control,0,1,Clear
9439,0,0,0,1,0,6,0,0,131,17,East,40 to 44,Daylight,Mid-Block,Going Ahead,0,1,0,Dry,0,Minor Arterial,0,No Control,0,0,Clear
9444,0,0,0,0,0,12,0,0,71,7,East,35 to 39,Dark,Intersection,Turning Left,0,0,1,Dry,0,Minor Arterial,0,Passive Control,0,1,Clear
9450,0,0,0,1,0,12,1,0,112,9,North,35 to 39,Daylight,Mid-Block,Stopped,0,0,0,Dry,0,Major Arterial,0,No Control,0,0,Clear
9451,0,0,0,1,0,12,1,0,112,9,North,25 to 29,Daylight,Mid-Block,Stopped,0,0,0,Dry,0,Major Arterial,0,No Control,0,0,Clear
9452,0,0,0,1,0,12,1,0,112,9,North,70 to 74,Daylight,Mid-Block,Stopped,0,0,0,Dry,0,Major Arterial,0,No Control,0,0,Clear
9453,0,0,0,1,0,12,1,0,112,9,North,60 to 64,Daylight,Mid-Block,Going Ahead,0,0,0,Dry,0,Major Arterial,0,No Control,0,0,Clear
9455,1,0,0,1,0,12,0,0,136,21,West,25 to 29,Dark,Intersection,Going Ahead,0,0,1,Dry,0,Major Arterial,0,No Control,0,0,Clear
9457,0,0,0,1,1,12,0,0,80,17,South,50 to 54,"Dark, artificial",Intersection,Going Ahead,0,0,0,Dry,0,Collector,0,Passive Control,0,0,Clear
9459,0,1,0,1,0,12,0,0,137,20,East,20 to 24,"Dark, artificial",Intersection,Turning Left,0,1,0,Dry,0,Major Arterial,0,Passive Control,0,0,Clear
9461,0,1,0,1,0,12,0,0,137,20,West,45 to 49,"Dark, artificial",Intersection,Going Ahead,0,1,0,Dry,0,Major Arterial,0,Passive Control,0,0,Clear
9463,1,0,0,1,0,12,0,0,118,7,West,60 to 64,Daylight,Mid-Block,Going Ahead,0,0,1,Dry,0,Major Arterial,0,No Control,0,0,Clear
9468,1,0,0,1,0,12,0,0,125,20,South,45 to 49,"Dark, artificial",Intersection,Changing Lanes,0,1,1,Wet,0,Major Arterial,0,No Control,0,0,Rain
9470,0,0,0,1,0,12,0,0,113,3,West,45 to 49,"Dark, artificial",Intersection,Going Ahead,0,0,1,Dry,0,Major Arterial,0,No Control,0,0,Clear
9472,0,0,0,1,0,12,0,0,138,20,North,55 to 59,"Dark, artificial",Mid-Block,Going Ahead,0,0,1,Dry,0,Major Arterial,0,No Control,0,0,Clear
9478,0,0,0,1,0,12,0,0,136,18,West,55 to 59,"Dark, artificial",Mid-Block,Going Ahead,0,0,1,Slush,0,Major Arterial,0,No Control,0,0,Clear
9480,0,0,0,1,0,12,0,0,44,22,South,40 to 44,"Dark, artificial",Mid-Block,Going Ahead,0,0,0,Dry,0,Major Arterial,0,No Control,0,0,Clear
9481,0,0,0,1,0,12,0,0,44,22,South,20 to 24,"Dark, artificial",Mid-Block,Going Ahead,0,0,0,Dry,0,Major Arterial,0,No Control,0,0,Clear
9485,0,0,0,0,0,12,0,0,92,14,East,45 to 49,"Dark, artificial",Mid-Block,Going Ahead,0,0,1,Dry,0,Major Arterial,0,No Control,1,0,Clear
9486,0,0,0,1,0,12,0,0,137,18,South,70 to 74,"Dark, artificial",Mid-Block,Going Ahead,0,0,1,Wet,0,Major Arterial,0,No Control,0,0,Clear
9489,0,0,0,1,0,12,0,0,60,19,South,50 to 54,"Dark, artificial",Intersection,Going Ahead,0,0,1,Wet,0,Major Arterial,0,No Control,0,0,Clear
9491,0,1,0,1,0,1,0,0,130,11,North,65 to 69,Daylight,Intersection,Going Ahead,0,1,0,Dry,0,Major Arterial,0,No Control,0,0,Clear
9493,0,1,0,1,0,1,0,0,130,11,North,30 to 34,Daylight,Intersection,Stopped,0,1,0,Dry,0,Major Arterial,0,No Control,0,0,Clear
9494,0,1,0,1,0,1,0,0,130,11,North,20 to 24,Daylight,Intersection,Slowing or Stopping,0,1,0,Dry,0,Major Arterial,0,No Control,0,0,Clear
9495,0,0,0,1,0,1,0,0,90,9,North,75 to 79,Daylight,Mid-Block,Going Ahead,0,0,1,Dry,0,Major Arterial,0,No Control,0,0,Clear
9497,0,0,0,1,0,1,0,0,121,6,West,30 to 34,Dark,Intersection,Turning Left,0,0,0,Wet,0,Minor Arterial,0,No Control,0,0,Clear
9498,0,0,0,1,0,1,0,0,121,6,East,50 to 54,Dark,Intersection,Going Ahead,0,0,0,Wet,0,Minor Arterial,0,No Control,0,0,Clear
9500,0,0,0,1,0,1,0,0,18,13,East,30 to 34,Daylight,Intersection,Turning Right,0,0,1,Wet,0,Major Arterial,0,Passive Control,0,0,Clear
9503,0,1,0,1,0,1,0,0,130,9,South,55 to 59,Daylight,Intersection,Turning Left,0,0,1,Dry,0,Major Arterial,0,Passive Control,0,0,Clear
9504,0,1,0,1,0,1,0,0,77,17,North,55 to 59,"Dark, artificial",Intersection,Going Ahead,0,0,1,Dry,1,Major Arterial,0,Passive Control,0,0,Clear
9506,0,1,0,1,0,1,0,0,77,17,East,20 to 24,"Dark, artificial",Intersection,Going Ahead,0,0,1,Dry,1,Major Arterial,0,Passive Control,0,0,Clear
9509,0,1,0,1,0,1,0,0,137,5,East,40 to 44,"Dark, artificial",Intersection,Turning Left,0,0,1,Wet,0,Major Arterial,0,Passive Control,0,0,Clear
9512,0,1,0,0,0,1,0,0,21,6,North,20 to 24,"Dusk, artificial",Intersection,Turning Right,0,0,1,Wet,0,Major Arterial,0,Passive Control,1,0,Clear
9514,1,1,0,1,0,1,0,0,131,18,West,35 to 39,Dark,Intersection,Turning Right,0,0,0,Dry,1,Minor Arterial,1,Passive Control,1,0,Clear
9515,1,1,0,1,0,1,0,0,131,18,North,70 to 74,Dark,Intersection,Going Ahead,0,0,0,Dry,1,Minor Arterial,1,Passive Control,1,0,Clear
9517,0,1,0,1,0,1,0,0,117,6,East,70 to 74,Dark,Intersection,Turning Left,0,0,1,Wet,0,Major Arterial,0,Passive Control,0,0,Rain
9519,0,1,0,1,0,1,0,0,27,7,East,40 to 44,Daylight,Intersection,Going Ahead,0,0,0,Wet,0,Major Arterial,0,Passive Control,0,1,Clear
9521,0,1,0,1,0,1,0,0,27,7,North,35 to 39,Daylight,Intersection,Going Ahead,0,0,0,Wet,0,Major Arterial,0,Passive Control,0,1,Clear
9523,0,0,0,1,0,1,0,0,73,6,East,50 to 54,"Dark, artificial",Intersection,Going Ahead,0,0,1,Wet,0,Major Arterial,0,No Control,1,0,Rain
9524,0,0,0,1,0,1,0,0,73,6,East,35 to 39,"Dark, artificial",Intersection,Going Ahead,0,0,1,Wet,0,Major Arterial,0,No Control,1,0,Rain
9527,1,0,0,1,0,1,0,0,98,14,East,50 to 54,Daylight,Intersection,Turning Left,0,1,1,Dry,0,Major Arterial,0,Passive Control,0,0,Clear
9530,0,0,0,1,0,1,0,0,104,6,North,65 to 69,"Dark, artificial",Mid-Block,Going Ahead,0,0,1,Dry,0,Major Arterial,0,No Control,0,0,Clear
9533,0,0,0,1,0,1,0,0,93,6,East,60 to 64,"Dark, artificial",Intersection,Turning Left,0,0,0,Dry,0,Major Arterial,0,No Control,0,0,Clear
9534,0,0,0,1,0,1,0,0,93,6,West,50 to 54,"Dark, artificial",Intersection,Going Ahead,0,0,0,Dry,0,Major Arterial,0,No Control,0,0,Clear
9535,0,1,0,1,0,1,0,0,96,8,South,40 to 44,Daylight,Intersection,Turning Left,0,0,1,Dry,0,Collector,0,Passive Control,0,0,Clear
9539,0,1,0,1,0,4,0,0,75,12,East,30 to 34,Daylight,Intersection,Turning Left,0,0,1,Wet,0,Minor Arterial,0,Passive Control,0,0,Rain
9541,0,1,0,1,0,1,0,0,102,10,South,35 to 39,Daylight,Intersection,Turning Left,0,0,1,Dry,0,Major Arterial,0,Passive Control,0,0,Clear
9543,0,0,0,1,1,6,0,0,94,21,East,30 to 34,"Dusk, artificial",Intersection,Stopped,0,0,0,Dry,0,Minor Arterial,0,No Control,0,0,Clear
9547,0,1,0,1,0,6,0,0,110,9,South,45 to 49,Daylight,Intersection,Turning Right,0,0,1,Dry,0,Major Arterial,0,Passive Control,0,0,Clear
9549,0,1,0,1,0,6,0,0,14,10,West,40 to 44,Daylight,Intersection,Going Ahead,0,0,1,Dry,0,Major Arterial,0,Passive Control,0,0,Clear
9551,0,0,0,1,0,6,0,0,12,12,East,15 to 19,Daylight,Mid-Block,Other,0,0,1,Dry,0,Major Arterial,0,No Control,0,0,Clear
9556,0,0,0,1,0,6,0,0,82,22,East,35 to 39,"Dark, artificial",Intersection,Going Ahead,1,1,0,Dry,0,Major Arterial,0,Passive Control,0,0,Clear
9558,0,0,0,1,0,6,0,0,82,22,West,40 to 44,"Dark, artificial",Intersection,Making U Turn,1,1,0,Dry,0,Major Arterial,0,Passive Control,0,0,Clear
9559,0,1,0,1,0,6,0,0,24,12,North,40 to 44,Daylight,Intersection,Turning Left,0,0,1,Dry,0,Major Arterial,0,Passive Control,0,0,Clear
9561,0,1,1,0,0,7,0,0,45,0,North,20 to 24,Dark,Intersection,Going Ahead,1,0,0,Dry,0,Major Arterial,0,No Control,0,0,Clear
9563,1,1,0,1,0,7,0,0,77,13,West,65 to 69,Daylight,Intersection,Going Ahead,0,1,1,Dry,0,Major Arterial,0,Passive Control,0,0,Clear
9566,1,1,0,1,0,7,0,0,77,13,West,50 to 54,Daylight,Intersection,Changing Lanes,0,1,1,Dry,0,Major Arterial,0,Passive Control,0,0,Clear
9574,1,1,0,1,0,7,0,0,128,21,West,25 to 29,Dark,Mid-Block,Going Ahead,1,0,0,Dry,0,Collector,1,No Control,0,0,Clear
9577,0,1,0,1,1,7,0,0,77,14,East,30 to 34,Daylight,Intersection,Turning Left,0,0,0,Dry,0,Minor Arterial,0,Passive Control,0,0,Clear
9579,1,0,0,1,0,7,0,0,137,22,North,55 to 59,"Dark, artificial",Intersection,Going Ahead,0,0,1,Dry,0,Major Arterial,0,Passive Control,0,0,Clear
9581,0,0,0,0,0,7,0,0,73,20,East,45 to 49,Daylight,Intersection,Slowing or Stopping,0,0,1,Dry,0,Major Arterial,0,No Control,1,0,Clear
9584,0,1,0,0,1,7,0,0,56,9,West,55 to 59,Daylight,Intersection,Going Ahead,0,0,0,Dry,0,Collector,0,Passive Control,0,0,Clear
9587,1,0,0,0,0,7,0,0,129,17,South,50 to 54,Daylight,Intersection,Going Ahead,0,0,1,Wet,0,Major Arterial,0,Passive Control,1,0,Rain
9590,0,1,0,1,0,7,0,0,113,21,West,65 to 69,Dark,Intersection,Going Ahead,0,0,1,Wet,0,Major Arterial,0,Passive Control,0,0,Rain
9592,0,0,0,1,0,7,0,0,75,16,West,45 to 49,Daylight,Intersection,Turning Left,0,0,1,Dry,0,Minor Arterial,0,Passive Control,0,0,Clear
9594,0,0,0,1,0,7,0,0,109,17,South,25 to 29,Daylight,Mid-Block,Going Ahead,0,0,1,Dry,0,Minor Arterial,0,No Control,0,0,Clear
9596,0,1,0,1,0,7,0,0,1,18,East,20 to 24,Daylight,Intersection,Going Ahead,0,0,0,Dry,0,Major Arterial,0,Passive Control,0,1,Clear
9597,0,1,0,1,0,7,0,0,1,18,West,50 to 54,Daylight,Intersection,Turning Left,0,0,0,Dry,0,Major Arterial,0,Passive Control,0,1,Clear
9601,0,1,0,1,0,7,0,0,34,19,North,45 to 49,Dusk,Intersection,Turning Left,0,0,1,Dry,0,Collector,0,Passive Control,0,0,Clear
9603,1,1,0,1,0,7,0,0,133,22,East,35 to 39,"Dark, artificial",Intersection,Turning Left,0,0,1,Dry,0,Minor Arterial,0,No Control,0,0,Clear
9606,0,0,0,1,1,7,0,0,107,22,North,55 to 59,"Dark, artificial",Intersection,Turning Left,0,0,0,Dry,0,Major Arterial,0,Passive Control,0,0,Clear
9608,0,1,0,1,0,7,0,0,130,13,North,20 to 24,Daylight,Intersection,Going Ahead,1,0,0,Dry,0,Major Arterial,0,Passive Control,0,0,Clear
9609,0,1,0,1,0,7,0,0,130,13,South,20 to 24,Daylight,Intersection,Turning Left,1,0,0,Dry,0,Major Arterial,0,Passive Control,0,0,Clear
9610,1,0,0,1,0,6,0,0,78,23,South,30 to 34,"Dark, artificial",Intersection,Going Ahead,0,0,1,Wet,0,Major Arterial,0,No Control,0,0,Rain
9611,0,1,0,1,0,7,0,0,129,18,North,60 to 64,Daylight,Intersection,Turning Left,0,0,1,Dry,0,Major Arterial,0,Passive Control,0,0,Clear
9614,0,0,1,1,0,7,0,0,17,3,West,25 to 29,"Dark, artificial",Mid-Block,Going Ahead,0,1,0,Dry,0,Major Arterial,0,No Control,0,0,Clear
9616,0,1,0,1,0,7,0,0,124,11,West,35 to 39,Daylight,Intersection,Turning Right,0,0,1,Dry,0,Major Arterial,0,Passive Control,0,0,Clear
9618,0,1,0,1,1,7,0,0,94,21,North,60 to 64,Dark,Intersection,Turning Left,0,0,0,Dry,0,Minor Arterial,0,Passive Control,0,0,Clear
9620,1,0,0,1,0,7,0,0,122,18,South,30 to 34,Daylight,Intersection,Other,0,0,1,Dry,0,Collector,0,No Control,0,0,Clear
9622,0,0,0,1,0,7,0,0,34,22,South,25 to 29,"Dark, artificial",Intersection,Going Ahead,0,0,0,Dry,0,Major Arterial,0,No Control,0,0,Clear
9625,0,0,0,1,0,7,0,0,34,22,North,25 to 29,"Dark, artificial",Intersection,Going Ahead,0,0,0,Dry,0,Major Arterial,0,No Control,0,0,Clear
9626,0,0,0,1,0,7,0,0,85,12,South,25 to 29,Daylight,Intersection,Going Ahead,0,0,1,Dry,0,Minor Arterial,0,No Control,0,0,Clear
9628,0,1,0,0,0,7,0,0,72,18,North,25 to 29,Daylight,Intersection,Going Ahead,1,0,0,Wet,0,Minor Arterial,1,No Control,0,0,Rain
9629,1,1,0,1,0,7,0,0,14,15,North,20 to 24,Daylight,Intersection,Going Ahead,1,0,0,Dry,0,Major Arterial,0,Passive Control,0,0,Clear
9630,1,1,0,1,0,7,0,0,14,15,West,45 to 49,Daylight,Intersection,Turning Left,1,0,0,Dry,0,Major Arterial,0,Passive Control,0,0,Clear
9633,0,1,0,1,0,4,0,0,82,16,East,25 to 29,Daylight,Intersection,Going Ahead,0,0,0,Wet,0,Major Arterial,1,Passive Control,0,0,Rain
9635,0,1,0,1,0,4,0,0,82,16,North,20 to 24,Daylight,Intersection,Turning Left,0,0,0,Wet,0,Major Arterial,1,Passive Control,0,0,Rain
9637,0,1,0,1,0,4,0,0,53,18,West,30 to 34,Daylight,Mid-Block,Turning Left,0,0,0,Wet,0,Minor Arterial,1,No Control,0,0,Clear
9639,1,1,0,1,0,4,0,0,24,20,North,35 to 39,"Dark, artificial",Mid-Block,Going Ahead,0,0,1,Wet,0,Major Arterial,1,No Control,0,0,Rain
9642,0,1,0,1,1,4,0,0,116,21,West,45 to 49,"Dark, artificial",Intersection,Turning Left,0,1,0,Wet,0,Major Arterial,0,Passive Control,0,0,Clear
9645,0,1,0,1,1,4,0,0,116,21,East,20 to 24,"Dark, artificial",Intersection,Going Ahead,0,1,0,Wet,0,Major Arterial,0,Passive Control,0,0,Clear
9649,0,0,0,1,0,4,0,0,16,11,East,45 to 49,Daylight,Intersection,Going Ahead,0,1,1,Dry,0,Major Arterial,0,Passive Control,0,0,Clear
9651,1,1,1,1,1,4,0,0,126,18,South,40 to 44,Dusk,Intersection,Going Ahead,0,1,0,Dry,1,Major Arterial,1,Passive Control,0,0,Clear
9652,1,1,1,1,1,4,0,0,126,18,South,75 to 79,Dusk,Intersection,Going Ahead,0,1,0,Dry,1,Major Arterial,1,Passive Control,0,0,Clear
9655,1,1,1,1,1,4,0,0,126,18,North,20 to 24,Dusk,Intersection,Stopped,0,1,0,Dry,1,Major Arterial,1,Passive Control,0,0,Clear
9656,1,1,1,1,1,4,0,0,126,18,East,45 to 49,Dusk,Intersection,Going Ahead,0,1,0,Dry,1,Major Arterial,1,Passive Control,0,0,Clear
9657,1,1,1,1,1,4,0,0,126,18,South,25 to 29,Dusk,Intersection,Going Ahead,0,1,0,Dry,1,Major Arterial,1,Passive Control,0,0,Clear
9659,1,1,1,1,1,4,0,0,126,18,South,25 to 29,Dusk,Intersection,Going Ahead,0,1,0,Dry,1,Major Arterial,1,Passive Control,0,0,Clear
9661,1,0,0,1,0,4,1,0,103,9,East,55 to 59,Daylight,Intersection,Going Ahead,0,1,0,Dry,0,Major Arterial,0,Passive Control,0,0,Clear
9663,1,0,0,0,0,4,0,0,39,14,North,35 to 39,Daylight,Intersection,Going Ahead,0,0,1,Dry,0,Major Arterial,0,Passive Control,0,1,Clear
9666,0,1,0,1,0,4,0,0,30,16,North,30 to 34,Daylight,Intersection,Turning Right,0,0,1,Dry,0,Major Arterial,0,Passive Control,0,0,Clear
9668,0,0,0,1,0,4,0,0,62,17,North,50 to 54,Daylight,Intersection,Turning Left,0,0,1,Dry,0,Local,0,Passive Control,0,0,Clear
9671,0,1,0,1,0,4,0,0,90,15,South,35 to 39,Daylight,Mid-Block,Turning Left,1,0,0,Dry,0,Collector,0,No Control,0,0,Clear
9672,0,1,0,1,0,4,0,0,90,15,West,50 to 54,Daylight,Mid-Block,Going Ahead,1,0,0,Dry,0,Collector,0,No Control,0,0,Clear
9673,0,0,0,1,1,4,0,0,111,18,South,50 to 54,Daylight,Intersection,Going Ahead,0,0,0,Dry,0,Major Arterial,0,Passive Control,0,0,Clear
9676,0,1,0,1,0,4,0,0,17,8,East,75 to 79,Daylight,Intersection,Going Ahead,0,0,0,Wet,0,Minor Arterial,1,Passive Control,0,0,Rain
9678,0,1,0,1,0,4,0,0,48,11,South,45 to 49,Daylight,Intersection,Going Ahead,0,1,0,Wet,1,Major Arterial,0,Passive Control,0,0,Rain
9679,0,1,0,1,0,4,0,0,48,11,East,20 to 24,Daylight,Intersection,Going Ahead,0,1,0,Wet,1,Major Arterial,0,Passive Control,0,0,Rain
9680,0,1,0,1,0,4,0,0,136,16,North,70 to 74,Daylight,Intersection,Stopped,0,0,0,Wet,0,Major Arterial,0,No Control,1,0,Rain
9681,0,1,0,1,0,4,0,0,136,16,North,15 to 19,Daylight,Intersection,Changing Lanes,0,0,0,Wet,0,Major Arterial,0,No Control,1,0,Rain
9683,0,0,0,1,0,4,0,0,73,13,North,20 to 24,Daylight,Intersection,Going Ahead,0,0,1,Dry,0,Major Arterial,0,Passive Control,0,0,Clear
9686,0,1,0,1,0,4,0,0,136,15,East,15 to 19,Daylight,Intersection,Turning Left,0,0,1,Dry,1,Major Arterial,0,Passive Control,0,0,Clear
9688,0,1,0,1,0,4,0,0,136,15,West,20 to 24,Daylight,Intersection,Going Ahead,0,0,1,Dry,1,Major Arterial,0,Passive Control,0,0,Clear
9691,0,1,0,1,0,4,0,0,93,12,East,25 to 29,Daylight,Intersection,Turning Left,1,0,0,Dry,0,Major Arterial,1,Passive Control,0,0,Clear
9692,0,1,0,1,0,4,0,0,93,12,West,50 to 54,Daylight,Intersection,Going Ahead,1,0,0,Dry,0,Major Arterial,1,Passive Control,0,0,Clear
9695,0,1,0,0,0,4,0,0,73,23,South,60 to 64,Dark,Intersection,Turning Left,0,0,1,Wet,0,Major Arterial,0,Passive Control,0,1,Rain
9697,1,0,0,0,0,5,0,0,75,14,North,40 to 44,Daylight,Mid-Block,Changing Lanes,1,0,1,Dry,0,Major Arterial,0,No Control,0,0,Clear
9700,0,0,0,1,1,5,0,0,128,14,South,65 to 69,Daylight,Mid-Block,Going Ahead,0,0,0,Dry,0,Local,0,No Control,0,0,Clear
9702,0,0,0,1,0,5,0,0,17,15,West,60 to 64,Daylight,Intersection,Going Ahead,0,0,1,Dry,0,Collector,0,No Control,0,0,Clear
9706,0,0,0,1,0,5,0,0,128,17,South,30 to 34,Daylight,Intersection,Going Ahead,0,1,0,Dry,0,Major Arterial,0,Passive Control,1,0,Clear
9708,0,0,0,1,0,5,0,0,128,17,South,20 to 24,Daylight,Intersection,Changing Lanes,0,1,0,Dry,0,Major Arterial,0,Passive Control,1,0,Clear
9710,0,0,0,1,1,5,0,0,60,9,South,55 to 59,Daylight,Intersection,Going Ahead,0,0,0,Dry,0,Major Arterial,0,No Control,0,0,Clear
9713,0,0,0,0,1,5,0,0,136,21,East,35 to 39,"Dark, artificial",Intersection,Going Ahead,0,0,0,Dry,0,Major Arterial,0,Passive Control,1,0,Clear
9716,0,0,0,1,0,5,0,0,14,11,North,55 to 59,Daylight,Intersection,Turning Left,0,1,0,Dry,0,Minor Arterial,0,Passive Control,0,0,Clear
9718,0,0,0,1,0,5,0,0,14,11,East,75 to 79,Daylight,Intersection,Going Ahead,0,1,0,Dry,0,Minor Arterial,0,Passive Control,0,0,Clear
9720,0,1,0,1,0,5,0,0,100,14,West,20 to 24,Daylight,Intersection,Turning Left,1,0,0,Dry,0,Major Arterial,0,No Control,0,0,Clear
9721,0,1,0,1,0,5,0,0,100,14,East,20 to 24,Daylight,Intersection,Going Ahead,1,0,0,Dry,0,Major Arterial,0,No Control,0,0,Clear
9722,0,0,0,1,0,5,0,0,122,8,West,60 to 64,Daylight,Intersection,Going Ahead,0,0,1,Dry,0,Major Arterial,0,Passive Control,0,0,Clear
9726,0,0,0,0,0,5,0,0,76,17,East,35 to 39,Daylight,Intersection,Going Ahead,0,1,0,Dry,0,Major Arterial,0,Passive Control,1,1,Clear
9727,0,0,0,0,0,5,0,0,76,17,South,55 to 59,Daylight,Intersection,Stopped,0,1,0,Dry,0,Major Arterial,0,Passive Control,1,1,Clear
9730,0,1,0,1,0,11,0,0,119,1,South,20 to 24,Dark,Intersection,Stopped,0,0,0,Dry,0,Major Arterial,1,Passive Control,0,0,Clear
9731,0,1,0,1,0,1,0,0,120,15,South,80 to 84,Daylight,Intersection,Going Ahead,0,1,0,Dry,0,Major Arterial,0,No Control,0,0,Clear
9733,0,1,0,1,0,1,0,0,120,15,North,15 to 19,Daylight,Intersection,Changing Lanes,0,1,0,Dry,0,Major Arterial,0,No Control,0,0,Clear
9734,0,1,0,1,0,1,0,0,26,20,East,55 to 59,"Dark, artificial",Intersection,Turning Right,0,0,1,Wet,0,Major Arterial,0,Passive Control,0,0,Clear
9737,0,1,0,1,1,1,0,0,94,8,West,60 to 64,Dark,Intersection,Turning Left,0,0,0,Wet,0,Minor Arterial,0,Passive Control,0,0,Clear
9738,0,0,0,1,0,6,1,0,77,19,North,65 to 69,Dusk,Mid-Block,Going Ahead,0,1,0,Dry,0,Major Arterial,0,No Control,0,0,Clear
9739,0,1,0,1,0,11,0,0,119,1,South,30 to 34,Dark,Intersection,Going Ahead,0,0,0,Dry,0,Major Arterial,1,Passive Control,0,0,Clear
